,,,,,
 229 W Bridge St Homestead,15120,40.4078303,-79.9177191,Homestead,PA
 126 West Bridge Street Homestead,15120,40.407859,-79.916227,Homestead,PA
 148 W Bridge St Homestead West,15120,40.4073551,-79.9158429,West Homestead,PA
 112 W Bridge St Homestead,15120,40.408145,-79.9160494,Homestead,PA
 210 W Bridge St Homestead West,15120,40.407174,-79.916603,West Homestead,PA
 2114 West St Homestead,15120,40.3973704,-79.903166,Homestead,PA
 360 Waterfront Dr E Homestead,15120,40.4121132,-79.9113203,Homestead,PA
 324 Amity St Homestead,15120,40.40939,-79.91295,Homestead,PA
 3502 Main St,15120,40.3857182,-79.9032997,Munhall,PA
 520 East Waterfront Drive Homestead,15120,40.4115808364,-79.9064005517,Homestead,PA
 490 Waterfront Dr E Homestead,15120,40.4117061676,-79.9059313113,Homestead,PA
 245 Waterfront Dr E Homestead,15120,40.4113236,-79.9132525,Homestead,PA
 580 Waterfront Dr E Homestead,15120,40.4119958,-79.9047005,Homestead,PA
 460 Waterfront Dr E Homestead,15120,40.4127917,-79.909169,Homestead,PA
 185 W Waterfront Dr Homestead,15120,40.4088783792,-79.9180894261,Pittsburgh/Waterfront,PA
 560 E Waterfront Dr Homestead,15120,40.412712,-79.906061,Homestead,PA
 The Waterfront 350 E Waterfront Dr Homestead,15120,40.4138973,-79.9075963,Homestead,PA
 1886 Homeville Rd West,15122,40.3736775,-79.8737336,West Mifflin,PA
 1356 Hoffman Blvd West,15122,40.3823673,-79.868392,West Mifflin,PA
 Kennywood & Hoffman West,15122,40.3849854,-79.8626605,West Mifflin,PA
 4426 Kennywood Blvd West,15122,40.389192,-79.868305,West Mifflin,PA
 347 Lebanon Rd West,15122,40.3715391,-79.9264919,West Mifflin,PA
 1842 Homeville Rd West,15122,40.3736775,-79.8737336,West Mifflin,PA
 1822 Homeville Rd West,15122,40.3736775,-79.8737336,West Mifflin,PA
 927 5th Ave,15132,40.3520269,-79.8546832,McKeesport,PA
 342 Island Ave Mc Kees,15136,40.468873,-80.0599791,Mc Kees Rocks,PA
 301 Chartiers Ave McKees,15136,40.4641404,-80.0579296,McKees Rocks,PA
 719 Broadway Ave McKees,15136,40.472505,-80.074153,McKees Rocks,PA
 824 Chartiers Ave Mc Kees,15136,40.4660133,-80.0653055,Mc Kees Rocks,PA
 715 Island Ave Mc Kees,15136,40.4728976,-80.0622046,Mc Kees Rocks,PA
 6570 Rt 60 Steubenville Pike McKees,15136,40.46562,-80.0656106,McKees Rocks,PA
 1800 McKees Rocks Rd McKees,15136,40.467816,-80.097642,McKees Rocks,PA
 4260 Steubenville Pike,15205,40.4400036,-80.0909106,Pittsburgh,PA
 500 Pine Hollow Rd Mc Kees,15136,40.4736321,-80.0969955,Mc Kees Rocks,PA
 1122 E Carson St South Side,15203,40.4285966,-79.9864887,Pittsburgh,PA
 421 Lincoln Ave Bellevue,15202,40.4941577,-80.0532928,Bellvue,PA
 4469 Ohio River Blvd Bellevue,15202,40.4906615,-80.0605548,Pittsburgh,PA
 531 Lincoln Ave Bellevue,15202,40.495887,-80.056877,Bellevue,PA
 4557 Ohio River Blvd Bellevue,15202,40.492067,-80.06235,Pittsburgh,PA
 610 Lincoln Ave Bellevue,15202,40.4972056,-80.0583585,Bellevue,PA
 512 Ohio River Blvd Avalon,15202,40.499398,-80.07249,Pittsburgh,PA
 616 Lincoln Ave Ste 7 Bellevue,15202,40.497444,-80.058655,Bellevue,PA
 1015 Ohio River Blvd Bellevue,15202,40.4940896,-80.0635357,Pittsburgh,PA
 120 Elizabeth Ave Avalon,15202,40.4961767,-80.0663388,Pittsburgh,PA
 565 Lincoln Ave Bellevue,15202,40.4964326,-80.057809,Bellevue,PA
 549 Lincoln Ave Bellevue,15202,40.496144,-80.05738,Bellevue,PA
 567 Lincoln Ave Bellevue,15202,40.496456,-80.058001,Bellvue,PA
 543 Lincoln Ave Bellevue,15202,40.4961113,-80.0572126,Bellevue,PA
 734 Ohio River Blvd Avalon,15202,40.4972986,-80.0699259,Pittsburgh,PA
 4260 Ohio River Blvd Bellevue,15202,40.4876741,-80.055667,Pittsburgh,PA
 661 Lincoln Ave Bellevue,15202,40.4977839,-80.0601298,Bellevue,PA
 935 Ohio River Blvd Avalon,15202,40.495483,-80.065652,Pittsburgh,PA
 560 Lincoln Ave Bellevue,15202,40.4966408,-80.057381,Bellevue,PA
 3860 Chartiers Ave Windgap,15204,40.4590742,-80.0769711,Pittsburgh,PA
 1234 Straka St Crafton Heights,15204,40.4499479,-80.057519,Pittsburgh,PA
 5514 Penn Ave Friendship,15206,40.4637827,-79.9319497,Pittsburgh,PA
 7315 Butler St Morningside,15206,40.4881312,-79.920688,Pittsburgh,PA
 6738 Reynolds St Point Breeze,15206,40.450249,-79.9145,Pittsburgh,PA
 724 N Sheridan Ave East Liberty,15206,40.4682663,-79.9191827,Pittsburgh,PA
 518 Mellon St East Liberty,15206,40.467794,-79.926611,Pittsburgh,PA
 235 Carron St Shadyside,15206,40.457881,-79.924269,Pittsburgh,PA
 6320 Shakespeare St Ste 7 Shadyside,15206,40.458577,-79.921053,Pittsburgh,PA
 219 S Highland Ave Shadyside Plaza Shadyside,15206,40.458335,-79.924717,Pittsburgh,PA
 1744 Chislett St Morningside,15206,40.4852544,-79.9259754,Pittsburgh,PA
 1234 Washington Blvd Lincoln,15206,40.4671656,-79.9082692,Pittsburgh,PA
 213 S Highland Ave Shadyside,15206,40.458497,-79.9246661,Pittsburgh,PA
 420 N Highland Ave East Liberty,15206,40.4653904,-79.9229971,Pittsburgh,PA
 226 Shady Ave Shadyside,15206,40.4588237,-79.9223818,Pittsburgh,PA
 5735 Baum Blvd East Liberty,15206,40.458955,-79.932441,Pittsburgh,PA
 6223 Meadow St Larimer,15206,40.4657572,-79.9148356,Pittsburgh,PA
 6620 Hamilton Ave Larimer,15206,40.4574725,-79.9100339,Pittsburgh,PA
 254 S Highland Ave Shadyside,15206,40.4572664,-79.9254416,Pittsburgh,PA
 6100 Penn Ave East Liberty,15206,40.4606263,-79.9238313,Pittsburgh,PA
 5913 Station Street East Liberty,15206,40.464176,-79.9252199,Pittsburgh,PA
 1748 Jancey St Morningside,15206,40.4856089,-79.9264095,Pittsburgh,PA
 1125 N Highland Ave Highland Park,15206,40.4748883,-79.9188657,Pittsburgh,PA
 6325 Penn Ave East Liberty,15206,40.4595955,-79.9197257,Pittsburgh,PA
 216 S Highland Ave Shadyside,15206,40.4583902,-79.9255146,Pittsburgh,PA
 6393 Penn Ave Shadyside,15206,40.4579893,-79.9181411,Pittsburgh,PA
 235 S Highland Ave Shadyside,15206,40.4575612,-79.9250618,Pittsburgh,PA
 215 S Highland Ave Shadyside,15206,40.4584403,-79.9246934,Pittsburgh,PA
 235 Shady Ave Shadyside,15206,40.458477,-79.921901,Pittsburgh,PA
 5525 Penn Avenue Garfield,15206,40.4640842,-79.9312724,Pittsburgh,PA
 6361 Penn Ave East Liberty,15206,40.4588455683,-79.9184470786,Pittsburgh,PA
 5775 Baum Blvd East Liberty,15206,40.4592603,-79.931445,Pittsburgh,PA
 5941 Penn Ave East Liberty,15206,40.4618791,-79.9252673,Pittsburgh,PA
 5964 Baum Blvd East Liberty,15206,40.4605003,-79.9256896,Pittsburgh,PA
 5738 Baum Blvd East Liberty,15206,40.45851,-79.9323128,Pittsburgh,PA
 5906 Bryant St Highland Park,15206,40.4754755,-79.9196258,Pittsburgh,PA
 5900 Baum Blvd East Liberty,15206,40.4599388,-79.9274835,Pittsburgh,PA
 130 S Whitfield St East Liberty,15206,40.4609626,-79.9265025,Pittsburgh,PA
 5972 Baum Blvd East Liberty,15206,40.4605052,-79.9253403,Pittsburgh,PA
 400 N Highland Ave East Liberty,15206,40.4651804861,-79.9220609665,Pittsburgh,PA
 5472 Penn Ave Friendship,15206,40.463935,-79.933126,Pittsburgh,PA
 271 Paulson Ave Larimer,15206,40.462412,-79.91417,Pittsburgh,PA
 244 S Highland Ave Shadyside,15206,40.457545,-79.9253912,Pittsburgh,PA
 211 S Highland Ave Shadyside,15206,40.458548,-79.9246736,Pittsburgh,PA
 5914 Station Street East Liberty,15206,40.4640348,-79.9248088,Pittsburgh,PA
 400 Hastings St Point Breeze,15206,40.4501457,-79.9142223,Pittsburgh,PA
 217 S Highland Ave Shadyside,15206,40.4582251,-79.9251182,Pittsburgh,PA
 5917 Penn Ave East Liberty,15206,40.4620419,-79.9261123,Pittsburgh,PA
 250 S Highland Ave Shadyside,15206,40.4572909,-79.9252009,Pittsburgh,PA
 5880 Centre Ave Shadyside,15206,40.4585106475,-79.9288301986,Pittsburgh,PA
 1012 Washington Blvd Larimer,15206,40.4635585,-79.9057874,Pittsburgh,PA
 52 Penn Cir W East Liberty,15206,40.4608794683,-79.9286788626,Pittsburgh,PA
 272 Shady Ave Shadyside,15206,40.4572797,-79.9225533,Pittsburgh,PA
 6032 Stevenson Pl Shadyside,15206,40.459676,-79.923615,Pittsburgh,PA
 200 S Highland Ave Shadyside,15206,40.4587171,-79.9254048,Pittsburgh,PA
 5700 Centre Ave Shadyside,15206,40.4571291,-79.9334864,Pittsburgh,PA
 401 Shady Ave Ste A101 Shadyside,15206,40.4552551,-79.9212929,Pittsburgh,PA
 229 S Highland Ave Shadyside,15206,40.458138,-79.924797,Pittsburgh,PA
 431 Shady Ave Shadyside,15206,40.4550272,-79.9216873,Pittsburgh,PA
 5430 Penn Ave Bloomfield,15206,40.464485,-79.935388,Pittsburgh,PA
 258 S Highland Ave Shadyside,15206,40.4572561,-79.9253542,Pittsburgh,PA
 6742 Reynolds St Point Breeze,15206,40.4502135,-79.9143225,Pittsburgh,PA
 7103 Reynolds St Point Breeze,15208,40.4472143,-79.9051228,Pittsburgh,PA
 7516 Meade St Point Breeze,15208,40.4481991,-79.8954753,Pittsburgh,PA
 214 N Lexington St Point Breeze,15208,40.4496169181,-79.8988556098,Pittsburgh,PA
 7501 Penn Ave Point Breeze,15208,40.447942,-79.895957,Pittsburgh,PA
 7501 Penn Ave Point Breeze,15208,40.447942,-79.895957,Pittsburgh,PA
 6902 5th Ave Homewood,15208,40.457305,-79.908494,Pittsburgh,PA
 238 Spahr St Shadyside,15232,40.4578038,-79.9274383,Pittsburgh,PA
 7227 Reynolds St Point Breeze,15208,40.446587,-79.902277,Pittsburgh,PA
 6888 Hamilton Ave Homewood,15208,40.456133,-79.905387,Pittsburgh,PA
 238 Brownsville Rd Mt. Oliver,15210,40.4149353,-79.9878346,Pittsburgh,PA
 301 Fifth Ave Downtown,15222,40.440749752,-79.9996304512,Pittsburgh,PA
 203 Brownsville Rd Mt. Oliver,15210,40.415694,-79.98694,Pittsburgh,PA
 4600 E Carson St South Side,15210,40.4115087,-79.9558863,Pittsburgh,PA
 237 Brownsville Rd Mt. Oliver,15210,40.414769,-79.987392,Pittsburgh,PA
 225 Brownsville Rd Mt. Oliver,15210,40.415053,-79.987206,Pittsburgh,PA
 243 Brownsville Rd Mt. Oliver,15210,40.4146974,-79.9876465,Pittsburgh,PA
 804 E Warrington Ave Allentown,15210,40.4216133,-79.9934293,Pittsburgh,PA
 823 E Warrington Ave Allentown,15210,40.4218885,-79.992839,Pittsburgh,PA
 700 Towne Square Way,15227,40.3668,-79.981359,Pittsburgh,PA
 2134 Brownsville Rd Carrick,15210,40.391804,-79.9873805,Pittsburgh,PA
 2158 Brownsville Rd Carrick,15210,40.3919558,-79.9874081,Pittsburgh,PA
 2104 Brownsville Rd Carrick,15210,40.393115,-79.986911,Pittsburgh,PA
 2158 Brownsville Rd Carrick Shopping Center Carrick,15210,40.391732,-79.98718,Pittsburgh,PA
 2209 Saw Mill Run Blvd Overbrook,15210,40.3886503,-79.9965975,Pittsburgh,PA
 2015 Saw Mill Run Blvd Overbrook,15210,40.39261,-79.9968169,Pittsburgh,PA
 2080 Saw Mill Run Blvd Brookline,15210,40.3922377,-79.997446,Pittsburgh,PA
 1600 Saw Mill Run Blvd Brookline,15210,40.397766,-79.999844,Pittsburgh,PA
 2417 Brownsville Rd Carrick,15210,40.387167,-79.98224,Pittsburgh,PA
 1820 Brownsville Rd Carrick,15210,40.396531,-79.987919,Pittsburgh,PA
 403 E Ohio St North Side,15212,40.4531335,-80.0013672,Pittsburgh,PA
 310 Cedar Ave North Side,15212,40.4513599,-80.0005894,Pittsburgh,PA
 525 E Ohio St North Side,15212,40.453428,-79.9997093,Pittsburgh,PA
 537 Suismon St North Side,15212,40.4551576,-79.999728,Pittsburgh,PA
 630 E Ohio St North Side,15212,40.4541341,-79.9981189,Pittsburgh,PA
 539 E Ohio St North Side,15212,40.4535473,-79.9992608,Pittsburgh,PA
 614 Pressley St North Side,15212,40.4523049,-79.9981599,Pittsburgh,PA
 1527 Federal St North Side,15212,40.4589838,-80.008214,Pittsburgh,PA
 719 E St Etna,15212,40.4959456,-79.9606482,Pittsburgh,PA
 503 Martindale St North Side,15212,40.4489884,-80.0088714,Pittsburgh,PA
 1106 Federal St North Side,15212,40.455833,-80.006512,Pittsburgh,PA
 876 Progress St North Side,15212,40.452646,-79.993788,Pittsburgh,PA
 2110 Brighton Rd North Side,15212,40.4621686,-80.0190648,Pittsburgh,PA
 1535 Lowrie St Troy Hill,15212,40.4620001,-79.9838764,Pittsburgh,PA
 857 Phineas St North Side,15212,40.455167,-79.994957,Pittsburgh,PA
 1720 Lowrie St Troy Hill,15212,40.4645128,-79.9823112,Pittsburgh,PA
 Carnegie Science Center 1 Allegheny Ave North Side,15212,40.4456730867,-80.0175065054,Pittsburgh,PA
 4400 Forbes Ave Oakland,15213,40.444011,-79.950361,Pittsburgh,PA
 1062 Progress St Troy Hill,15212,40.4550779,-79.9913252,Pittsburgh,PA
 1219 Federal St North Side,15212,40.4563367,-80.0071993,Pittsburgh,PA
 500 E N Ave North Side,15212,40.4566092,-80.0015054,Pittsburgh,PA
 307 N Taylor Ave North Side,15212,40.4567347,-80.0106967,Pittsburgh,PA
 950 Ridge Ave North Side,15212,40.4500892,-80.0181629,Pittsburgh,PA
 320 Cedar Ave North Side,15212,40.4513311,-80.0010493,Pittsburgh,PA
 505 Foreland St North Side,15212,40.4542039,-80.000579,Pittsburgh,PA
 600 Foreland St North Side,15212,40.454859,-79.999162,Pittsburgh,PA
 410 E Ohio St North Side,15212,40.4534897,-80.0012207,Pittsburgh,PA
 10 Allegheny Ctr North Side,15212,40.4518432,-80.0067586,Pittsburgh,PA
 600 W North Ave North Side,15212,40.4546501,-80.0129013,Pittsburgh,PA
 1110 Federal St North Side,15212,40.455929,-80.0065429,Pittsburgh,PA
 405 E Ohio St North Side,15212,40.4531769,-80.001199,Pittsburgh,PA
 535 E Ohio St North Side,15212,40.4534811,-79.9994015,Pittsburgh,PA
 103 Federal St North Side,15212,40.4480678,-80.0042395,Pittsburgh,PA
 728 James St North Side,15212,40.454173,-80.000603,Pittsburgh,PA
 Allegheny Sq 10 Children's Way North Side,15212,40.4527029402,-80.0066578388,Pittsburgh,PA
 424 E Ohio St North Side,15212,40.4535915,-80.0008071,Pittsburgh,PA
 700 N Taylor Ave North Side,15212,40.4562032,-80.0144357,Pittsburgh,PA
 100 Art Rooney Ave North Side,15212,40.4459596592,-80.0169205774,Pittsburgh,PA
 537 E Ohio St North Side,15212,40.4534946,-79.9993338,Pittsburgh,PA
 115 Federal St North Side,15212,40.4479264,-80.0044819,Pittsburgh,PA
 1700 Harpster St Troy Hill,15212,40.464958,-79.983936,Pittsburgh,PA
 130 44th St Lawrenceville,15201,40.4730851446,-79.9621242835,Pittsburgh,PA
 1276 Benton Ave Brighton Heights,15212,40.484693,-80.0355244,Pittsburgh,PA
 2812 Shadeland Ave North Side,15212,40.4702864,-80.0302693,Pittsburgh,PA
 3639 California Ave Brighton Heights,15212,40.481272,-80.041641,Pittsburgh,PA
 1223 Woods Run Ave North Side,15212,40.4763098,-80.0311303,Pittsburgh,PA
 3853 California Ave Brighton Heights,15212,40.4851129,-80.0416964,Pittsburgh,PA
 3627 California Ave Brighton Heights,15212,40.4810675,-80.0413982,Pittsburgh,PA
 745 Maginn St North Side,15214,40.467753,-80.018367,Pittsburgh,PA
 3912 Perrysville Ave Observatory Hill,15214,40.4899802,-80.0182188,Pittsburgh,PA
 1000 Banksville Rd Banksville,15216,40.4217207,-80.0297402,Pittsburgh,PA
 3055 W Liberty Ave Dormont,15216,40.3918307,-80.037748,Pittsburgh,PA
 1439 Potomac Ave Dormont,15216,40.3959965,-80.0350383,Pittsburgh,PA
 2904 W Liberty Ave Dormont,15216,40.3950801,-80.0346598,Pittsburgh,PA
 3116 Banksville Rd Banksville,15216,40.4003873,-80.0440153,Pittsburgh,PA
 2895 W Liberty Ave Dormont,15216,40.3948144,-80.034142,Pittsburgh,PA
 2892 W Liberty Ave Dormont,15216,40.3953119,-80.0343,Pittsburgh,PA
 1701 Banksville Rd Banksville,15216,40.409199,-80.031761,Pittsburgh,PA
 3125 Banksville Rd Dormont,15216,40.3996765,-80.0434133,Pittsburgh,PA
 3099 Banksville Rd Banksville,15216,40.3992789,-80.0445647,Pittsburgh,PA
 1602 Potomac Ave Dormont,15216,40.3977416,-80.0361378,Pittsburgh,PA
 801 Brookline Blvd Brookline,15226,40.393858,-80.019631,Pittsburgh,PA
 299 Beverly Rd Mount,15216,40.388732,-80.0496341,Mount Lebanon,PA
 1648 Broadway Ave Beechview,15216,40.409125,-80.024957,Pittsburgh,PA
 297 Beverly Rd,15216,40.3885629,-80.0493898,Pittsburgh,PA
 300 Beverly Rd,15216,40.38892,-80.049921,Pittsburgh,PA
 1413 Potomac Ave Dormont,15216,40.395289,-80.0348997,Pittsburgh,PA
 2937 W Liberty Ave Dormont,15216,40.3942666,-80.0350906,Pittsburgh,PA
 2937 W Liberty Ave Dormont,15216,40.3942666,-80.0350906,Pittsburgh,PA
 1419 Potomac Ave Dormont,15216,40.3953847,-80.0349637,Pittsburgh,PA
 1150 Banksville Road Banksville,15216,40.4193308,-80.0302799,Pittsburgh,PA
 1473 Banksville Rd Banksville,15216,40.4127159,-80.0303354,Pittsburgh,PA
 293 Beverly Rd,15216,40.3886283,-80.0492732,Pittsburgh,PA
 311 Beverly Rd,15216,40.3884145,-80.0498073,Pittsburgh,PA
 3040 Banksville Rd Banksville,15216,40.4010646,-80.0434725,Pittsburgh,PA
 2999 W Liberty Ave Dormont,15216,40.3930433,-80.0366408,Pittsburgh,PA
 2874 W Liberty Ave Dormont,15216,40.3957953,-80.0335782,Pittsburgh,PA
 1691 McFarland Rd Dormont,15216,40.3959782,-80.0464983,Pittsburgh,PA
 Stephen Foster Memorial 4301 Forbes Ave Oakland,15260,40.443213,-79.9534393,Pittsburgh,PA
 3109 W Liberty Ave Dormont,15216,40.390935,-80.039142,Pittsburgh,PA
 951 Banksville Rd Beechview,15216,40.4221525,-80.0293603,Pittsburgh,PA
 3239 W Liberty Ave Dormont,15216,40.3897336,-80.0409102,Pittsburgh,PA
 1608 Potomac Ave Dormont,15216,40.397846,-80.036197,Pittsburgh,PA
 2900 W Liberty Ave Dormont,15216,40.3951265,-80.0345506,Dormont,PA
 1430 Potomac Ave Dormont,15216,40.396012,-80.034727,Pittsburgh,PA
 1509 Potomac Ave Dormont,15216,40.3966306,-80.0357966,Pittsburgh,PA
 309 Beverly Rd,15216,40.388395,-80.049821,Pittsburgh,PA
 1503 Potomac Ave Dormont,15216,40.3965335,-80.0354468,Pittsburgh,PA
 1150 Banksville Rd Banksville,15216,40.420335,-80.030114,Pittsburgh,PA
 1150 Banksville Rd Banksville,15216,40.420335,-80.030114,Pittsburgh,PA
 1378 Banksville Rd Banksville,15216,40.414716,-80.03063,Pittsburgh,PA
 1616 Broadway Ave Beechview,15216,40.4100066,-80.0249876,Pittsburgh,PA
 307 Beverly Rd,15216,40.3886105,-80.0499034,Pittsburgh,PA
 303 Beverly Rd,15216,40.388527,-80.0495449,Pittsburgh,PA
 2961 W Liberty Ave Dormont,15216,40.393828,-80.0351994,Pittsburgh,PA
 1685 McFarland Rd,15216,40.395691,-80.04689,Pittsburgh,PA
 301 Beverly Rd,15216,40.388507,-80.049572,Pittsburgh,PA
 3143 Banksville Ave Banksville Plaza Dormont,15216,40.399457,-80.043683,Pittsburgh,PA
 297 Beverly Rd,15216,40.3885629,-80.0493898,Pittsburgh,PA
 2515 Banksville Rd Banksville,15216,40.4058093,-80.0359803,Pittsburgh,PA
 2858 Banksville Rd Banksville,15216,40.4045575,-80.0398906,Pittsburgh,PA
 1200 S Braddock Ave,15218,40.4315631,-79.8933854,Pittsburgh,PA
 1118 S Braddock Ave,15218,40.432022,-79.893834,Pittsburgh,PA
 1700 Monongahela Ave,15218,40.4233755,-79.8914638,Pittsburgh,PA
 1104 S Braddock Ave,15218,40.432478,-79.894158,Pittsburgh,PA
 7034 Blackhawk St,15218,40.4213571,-79.8975426,Pittsburgh,PA
 1106 S Braddock Ave,15218,40.4325271,-79.8939064,Pittsburgh,PA
 1789 South Braddock Ave Suite 110,15218,40.424097346,-79.8871848732,Pittsburgh,PA
 1100 S Braddock Ave,15218,40.432599,-79.894243,Pittsburgh,PA
 1039 S Braddock Ave,15218,40.43333,-79.894049,Pittsburgh,PA
 1111 S Braddock Ave,15218,40.4324337,-79.8937358,Pittsburgh,PA
 1603 S Braddock Ave,15218,40.427135,-79.890649,Pittsburgh,PA
 1108 S Braddock Ave,15218,40.4323844,-79.8939504,Pittsburgh,PA
 102 E Swissvale Ave,15218,40.4331234,-79.8845347,Pittsburgh,PA
 1918 Monongahela Ave,15218,40.421259,-79.890285,Pittsburgh,PA
 7544 Roslyn St,15218,40.420051,-79.884467,Pittsburgh,PA
 1671 Monongahela Ave,15218,40.4245715,-79.8910195,Pittsburgh,PA
 7400 Church St,15218,40.422307,-79.8893217,Swissvale,PA
 2122 Monongahela Ave,15218,40.4175696,-79.8879525,Pittsburgh,PA
 7520 Washington St,15218,40.4209717,-79.886521,Swissvale,PA
 1705 S Braddock Ave,15218,40.425271,-79.888584,Pittsburgh,PA
 1703 S Braddock Ave,15218,40.42523807,-79.8883623271,Pittsburgh,PA
 1775 S Braddock Ave,15218,40.4281941664,-79.8857116699,Pittsburgh,PA
 1 Pennwood Ave,15218,40.4322672,-79.8852288,Pittsburgh,PA
 6314 Forbes Ave Squirrel Hill,15217,40.4377696,-79.9186334,Pittsburgh,PA
 1121 S Braddock Ave,15218,40.4321996,-79.8933256,Pittsburgh,PA
 Edgwd Towne Ctr,15218,40.4273028,-79.8886844,Pittsburgh,PA
 1600 S Braddock Ave,15218,40.426722,-79.8906283,Pittsburgh,PA
 2100 Greentree Rd,15220,40.392287,-80.070269,Pittsburgh,PA
 Scott Towne Center 2101 Greentree Rd,15220,40.3906976,-80.070806,Pittsburgh,PA
 1984 Green Tree,0,40.3954394,-80.0657414,Pittsburgh,PA
 1960 Greentree Rd,15220,40.3938064,-80.0659731,Pittsburgh,PA
 1608 Cochran Rd,15220,40.3915059,-80.0594902,Pittsburgh,PA
 1717 Cochran Rd,15220,40.3923379,-80.0662223,Pittsburgh,PA
 1079 Greentree Rd Greentree,15220,40.4114165,-80.0457313,Pittsburgh,PA
